"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"53c04b90e4b0e213eb0d36f1","10d3f43d-175b-4c0f-948d-71c2fe5005ce","PHYSICAL","shop","talon-necklace","Talon Necklace","<p class="""" style=""white-space:pre-wrap;"">Keep this chic necklace from our Talon Collection handy for days when you are feeling especially powerful. This hand-fabricated, forged and carved pendant carries a tough exterior, but finishes with a high-polish rendering it silky smooth to the touch.</p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><strong>Material: brass or sterling silver pendant,&nbsp;18""L sterling silver chain</strong></p>","SQ6975554","Metal","Brass","","","","","118.00","0.00","No","2","Necklaces","pendant necklace, Talon, brass, sterling silver, hand-carved, mixed metals","0.4","6.0","6.0","6.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5c4a9ee2b914431dadc28966/1577805055838/TLN.BR.NKL.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5dd2b918c3c9a97c5fe0ebfe/1577805063143/tln.ss.stdltt%3Ankl.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/56088309e4b01aa5871836b8/1577805069947/BD_TALONNKL_SS.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5c4a9eb140ec9aed508b4472/1577805077321/TLN.SS.NKL%25252B%252525281%25252529.jpg"
"","b86c2cfd-03ba-49ab-b217-e594169edeed","","","","","","SQ2574795","Metal","Sterling Silver","","","","","136.00","0.00","No","0","","","0.4","6.0","6.0","6.0","",""
"53c04db8e4b0c8c173cf5f16","72a565cc-a233-4db8-b140-266e3ba73ee7","PHYSICAL","shop","galaxia-ring","Galaxia Ring","<p class="""" style=""white-space:pre-wrap;"">Be careful not to lose yourself in the Galaxia Ring's dapped bowl filled with 24k gold leaf. This piece is known to enrapture wearers with its intergalactic love.</p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><strong>Material:&nbsp;sterling silver,&nbsp;24k gold-leaf set in resin</strong></p>","SQ0731931","Size","7.5","","","","","78.00","0.00","No","1","Rings, $100 and Under","statement ring, 24k gold leaf, resin, sterling silver, Galaxia","0.1","6.0","6.0","6.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5bd68870419202dce2754ea9/1577803959229/glx.r_1.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5dd2a7e305261b3d23afc939/1577803965718/glx.nkl%2Br.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5f3c5b1f668a79737cd9dffe/1598059095542/GLX.R.3.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5f3c5b3148b260455a8ed46b/1598059095340/GLX.R.1.jpg"
"","75ebdc32-362a-4323-ae59-7ff70da6a14e","","","","","","SQ0709602","Size","8","","","","","78.00","0.00","No","1","","","0.1","6.0","6.0","6.0","",""
"","20acacea-7b64-4dfd-a51d-968b840ec5b9","","","","","","SQ5774215","Size","Custom","","","","","78.00","0.00","No","Unlimited","","","0.1","6.0","6.0","6.0","",""
"53d17981e4b0962250a1b411","92d6d763-fca8-4b07-b09a-cd8662604fd7","PHYSICAL","shop","galaxia-necklace","Galaxia Pendant","<p class="""" style=""white-space:pre-wrap;"">A classic beauty, the Galaxia Pendant is a hand-fabricated sterling silver pendant and bale with resin-set 24k gold leaf.</p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><strong>Material: sterling silver, 24k gold leaf, 17""L sterling silver chain</strong></p>","SQ3894441","","","","","","","120.00","0.00","No","Unlimited","Necklaces","Galaxia, pendant necklace, resin, sterling silver, 24k gold leaf","0.2","6.0","6.0","6.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/567047e77086d761fdd9d146/1577810278940/BD-galaxia.ss.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5dd2a18b6ad8ea6615135774/1577810285164/glx.nkl%2Br.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/567061e87086d761fddb49f8/1577810291519/BD+galaxia.pnd3.jpg"
"53d93b7ce4b078cccdf7db9d","f7abb22e-f115-4457-ba8d-5034c66362c9","PHYSICAL","shop","skinny-notch-hoop","Skinny Notch Hoop","<p class="""" style=""white-space:pre-wrap;"">The Skinny Notch Hoops are a sleeker pair of statement earrings that all of you hoop stars are going to want in your arsenal. Not an ounce is lost in that heavy texture, though it's lightweight and ready for action. </p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><strong>Material:&nbsp;sterling silver,&nbsp;sterling silver posts &amp; nuts</strong></p>","SQ0310674","Metal","Sterling Silver","","","","","96.00","0.00","No","Unlimited","Earrings, $100 and Under","hoops, hoop earrings, Notch, statement earrings","0.5","6.0","6.0","6.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5d0ce4bcb0b95800012142cd/1577808675481/sknot.ss.hp.png https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5dd29a9fe6fd5c702978b39d/1577808669268/*not.ss.hp.jpg"
"5410bfb3e4b0da480524db90","73f36a58-8a53-4b42-a0e8-cdf8abce99a0","PHYSICAL","shop","xx-stud","XX Studs","<p style=""white-space:pre-wrap;"">From the Flatlands Collection comes a tessellation patterned stud. Made to slightly overlap the ear lobe, this boss earring will have you pulling your hair up to show off.</p><p style=""white-space:pre-wrap;""><strong>Material: sterling silver or 14k gold-filled with sterling silver posts &amp; nuts</strong></p>","SQ0278196","Metal","Sterling Silver","","","","","50.00","0.00","No","Unlimited","Earrings, $50 and Under","studs","0.1","6.0","6.0","6.0","No","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5511a91fe4b020af9099d389/1574081744037/LA_xSTUD_SS.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5c511dac352f5387a7cd99c6/1574081744038/FLTLD.XX.GF.STD1.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5c511d8ebba223702511af30/1574081744039/FLTLD.XX.GF.STD3.jpg"
"","ebbf280c-980a-4b79-9027-7dfcd3e46688","","","","","","SQ8610175","Metal","14k Gold-filled","","","","","120.00","0.00","No","Unlimited","","","0.1","6.0","6.0","6.0","",""
"5412043be4b0e025bfd2cda7","ccbd6d21-a189-4e39-be9a-cc0b275a27dd","PHYSICAL","shop","personal-rainbow-stud","Personal Rainbow Stud","<p style=""white-space:pre-wrap;"">These earrings encapsulate a simple happy shape. The shape of a rainbow, a smile, a doughnut split in two-&nbsp;you name it.&nbsp;Wear it up or down, right or left-whichever tickles your fancy.</p><p style=""white-space:pre-wrap;""><strong>Material:&nbsp;sterling silver or 14k gold-filled with sterling silver posts &amp; nuts</strong></p>","SQ4517761","Metal","Sterling Silver","","","","","46.00","0.00","No","Unlimited","","nostalgic shapes geometric simple stud daily-wear flirty fun","0.1","6.0","6.0","6.0","No","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5a561e66e4966b9db47e31bd/1548387139919/PRS.SS.STD.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5a561e6671c10bb8b05836b0/1548387085595/PRS.BR.STD.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/555116b7e4b03baa3e68b6e2/1574081822590/LA_PRS_FC_PS.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/55511739e4b0c072ca681894/1574081822590/LA_PRS_PS.jpg"
"","fae97a58-cdd7-4049-b8f6-aea38f3e5d9e","","","","","","SQ6354323","Metal","14k Gold-filled","","","","","92.00","0.00","No","Unlimited","","","0.1","6.0","6.0","6.0","",""
"541778fee4b0675e3a2f802c","6c29dd27-17d3-4416-af5e-c2fd137e45b1","PHYSICAL","shop","notch-ring","Notch Ring","<p class="""" style=""white-space:pre-wrap;"">The slender shape of the Notch Ring lends to a minimal look at first glance — perfect for everyday wear. Take a closer look at the subtle yet fine detail of the staggered notch carvings. These rings pack plenty of punch to stand alone but are also prime for stacking. Feeling adventurous? Mix and match metals for a rich statement look. Opt for a classic design that wears well as an alternative wedding band — available in finer metals.</p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><strong>Material:&nbsp;sterling silver, bronze, 10k gold, 14k gold</strong></p>","SQ0488264","Metal","Sterling Silver","","","","","62.00","0.00","No","Unlimited","Rings, $100 and Under","wedding band, Notch, sterling silver, bronze, 10k gold, 14k gold, stacking rings, stackable","0.1","6.0","6.0","6.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5a561b5c652dea613b2c60a7/1577806570208/NOT.SS.BR.R.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5f4078f0fd699801ae3a7843/1598060794490/NOT.R_ST.STKR.GF.R.png https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5f4e86bec6507a7a05c7f218/1598981831307/IMG_3592.JPEG https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5f4e86cdde11693fefc319cd/1598981874649/IMG_3859.JPG"
"","51fd53ae-8ab1-46b1-91ad-ab7bf1528d7e","","","","","","SQ1598697","Metal","10k Gold","","","","","195.00","0.00","No","Unlimited","","","0.1","6.0","6.0","6.0","",""
"","6730f4ef-bc23-401a-9ac0-184e6dae70dd","","","","","","SQ1435098","Metal","14k Gold","","","","","320.00","0.00","No","Unlimited","","","0.1","6.0","6.0","6.0","",""
"5419cc01e4b07990c7fe1899","06c0fe79-d508-4ce1-90b6-a1a714986cb7","PHYSICAL","shop","t-stud","T-Stud","<p class="""" style=""white-space:pre-wrap;"">The T-Stud is based on Tetris —&nbsp;a favorite nostalgic building video game from the ‘90s. T-Stud is a keystone accessory.</p><p class="""" style=""white-space:pre-wrap;""><strong>Material:&nbsp;sterling silver or 14k gold-filled with sterling silver posts &amp; nuts</strong></p>","SQ6816848","Metal","Sterling Silver","","","","","48.00","0.00","No","2","Earrings, $50 and Under","studs","0.1","6.0","6.0","6.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5a872c30c83025fb2e2d943b/1548386918979/TSTUD%252BSS.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5c5ae1a46e9a7f6e46607132/1598061616818/FLTLD.T.GF.STD.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/552434cbe4b031e90a8f0a24/1515791134357/LA-TSTUD1.jpg"
"","bd71d461-de26-4f74-95c1-f94cef3cd7fa","","","","","","SQ6995583","Metal","14k Gold-filled","","","","","97.00","0.00","No","1","","","0.1","6.0","6.0","6.0","",""
"541b1946e4b0450bd7cf1c39","d9470a9e-abaf-4f73-87d1-cd93fdfa2c6f","PHYSICAL","shop","micro-band-rings","Micro Bands","<p class="""" style=""white-space:pre-wrap;"">Gold micro bands are a classic of the 1970s — delicate, simple, and stackable. Share these delicate rings with your friends or stack them!</p><p class="""" style=""white-space:pre-wrap;"">*This product is sold in sets of 5.</p><p class="""" style=""white-space:pre-wrap;""><strong>Material:&nbsp;14k gold-filled or sterling silver</strong></p>","SQ4688239","Metal","14k gold-filled","","","","","50.00","0.00","No","Unlimited","Rings, $50 and Under","stackable, stacking rings, delicate, 14k gold, gold-filled, sterling silver, everyday jewelry","0.1","6.0","6.0","6.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5a872c6e41920229a7a8c340/1577808990303/MICROBANDS%2BGF2.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5dd29ee8f7831724c99c42c2/1577808996224/daria.gf.r%3Amcr.r%3Ast.stkr%3Amcr.bngl2.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5a872c6e41920229a7a8c333/1577809001919/MICROBAND%2BGF.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5a872c6e53450a6b99a56a83/1577809010893/MICROBAND%2B2.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5c5890e3e2c483c1814c7258/1598062282093/ORB.SS.XLEAR.jpeg"
"","933a1110-1e3b-4cb4-8731-c599f5134dc1","","","","","","SQ0966664","Metal","Sterling Silver","","","","","50.00","0.00","No","Unlimited","","","0.1","6.0","6.0","6.0","",""
"541c90e4e4b0394ddbf241d5","29f36c29-5aed-4aec-9b95-080c571d4f6c","PHYSICAL","shop","silver-vine-rings","Vine Ring","<p class="""" style=""white-space:pre-wrap;"">The minimalistic Vine Ring is hand-turned on a grinding wheel then formed and made out of sterling silver. These sleek high-polished rings can be worn on any finger and look great stacked.</p><p class="""" style=""white-space:pre-wrap;""><strong>Material:&nbsp;sterling silver</strong></p><p class="""" style=""white-space:pre-wrap;"">&nbsp;</p>","SQ7637277","Size","6.5","","","","","36.00","0.00","No","2","Rings, $50 and Under","stackable, sterling silver, stacking rings","0.1","6.0","6.0","6.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5646957ce4b0033948624b11/1598059895803/BD_VINE.RNG.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5f4e814d9e26cb69821f3c0d/1598980456751/IMG_3592.JPEG"
"","7ba7cebf-ad29-40e8-bfb7-c0336198ee87","","","","","","SQ7798487","Size","8.5","","","","","36.00","0.00","No","2","","","0.1","6.0","6.0","6.0","",""
"","4e698aec-bd29-44f5-a584-c2d39b4a8977","","","","","","SQ8704285","Size","Custom","","","","","36.00","0.00","No","Unlimited","","","0.1","6.0","6.0","6.0","",""
"54b2f370e4b09842e0b7f872","cec73487-b307-429e-9dad-c8c32af71565","PHYSICAL","shop","siamese-notch-ring","Siamese Notch Ring","<p class="""" style=""white-space:pre-wrap;"">The Notch Ring family has expanded, and their sisters are twins — siamese twins! The Siamese Notch Ring is quite the looker on its own, but we love them stacked in mixed finishes for a bolder look.</p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><strong>Material: sterling silver, 10k gold, 14k gold</strong></p>","SQ1265001","Metal","Sterling Silver","","","","","82.00","0.00","No","Unlimited","Rings, $100 and Under, Fine Jewelry","sterling silver, 10k gold, 14k gold, stackable, stacking rings, Notch","0.2","6.0","6.0","6.0","No","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5c5b608f8165f5deae570c85/1574087909393/SIAM.NOT.BR.R.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5c5874020d92976353c4d441/1574087909353/NOT.SIAM.BR.R2.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/55ea51eae4b0be5bebc7424a/1574087909353/DDR_SIAMESENOTCHRNGSS.jpg"
"","b6a78049-b653-49d8-b5dd-88545aa49c21","","","","","","SQ4652326","Metal","10k gold","","","","","390.00","0.00","No","Unlimited","","","0.2","6.0","6.0","6.0","",""
"","e6411fa5-f722-4912-9d66-b235a4445edc","","","","","","SQ3255268","Metal","14k gold","","","","","640.00","0.00","No","Unlimited","","","0.2","6.0","6.0","6.0","",""
"54f11a08e4b08ec9ae0a2969","2189f812-bbee-441f-8969-15ba2bbf98cc","PHYSICAL","shop","satellite-stud","Satellite Stud","<p class="""" style=""white-space:pre-wrap;"">Take the Galaxia Collection from day to night in a pair of shimmering Satellite Studs. The subtle bling from the crushed pyrite or garnet will make you feel all lady-like even in a simple t-shirt and jeans.</p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><strong>Material:&nbsp;sterling silver, crushed pyrite,&nbsp;sterling silver posts &amp; nuts</strong></p>","SQ4334730","","","","","","","50.00","0.00","No","Unlimited","Earrings, $50 and Under","crushed pyrite, studs, stud earrings, sterling silver, Satellite","0.1","6.0","6.0","6.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/551b4d4ee4b0b59995d2d75a/1515790825941/BD_SATALITESTUD_PYRT.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5522a868e4b0cc480ddf0be0/1598061206191/BD_SATALITESTUDPYR_PS.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/551b4d53e4b0b59995d2d77e/1515790825948/BD_SATALITESTUD_PYRT2.jpg"
"54f11aefe4b0ba5e061130fa","86d492c7-7e69-4963-a744-644839e0cfff","PHYSICAL","shop","eternity-stud","Eternity Stud","<p class="""" style=""white-space:pre-wrap;"">The Eternity Stud is a sterling silver (or 14k gold-filled) staple for your everyday wardrobe. Simple in its design while heavy in texture and symbolism.</p><p class="""" style=""white-space:pre-wrap;"">&nbsp;</p><p class="""" style=""white-space:pre-wrap;""><strong>Material:&nbsp;sterling silver or 14k gold-filled, sterling silver posts &amp; nuts</strong></p>","SQ5365762","Metal","Sterling Silver","","","","","32.00","0.00","No","Unlimited","Earrings, $50 and Under","hammered, sterling silver, studs, stud earrings, everyday jewelry, 14k gold, gold-filled","0.1","6.0","6.0","6.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/54f13edee4b01a4293a13c8d/1577810026652/BD_ETERNITY+STUD.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5ced968aeb393129cfb983b1/1577810054400/ETRNY.GF.STD5.JPG https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5ced97d4652dea505f6cb77c/1577810036076/ORM.GF.STD+LS.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/54f151c2e4b0a7bce1b01e91/1577810048031/BD_ETERNITY+_Stud2.jpg"
"","05edac6d-7c06-45c8-be37-859e31d984b7","","","","","","SQ4169187","Metal","!4k Gold-filled","","","","","58.00","0.00","No","Unlimited","","","0.1","6.0","6.0","6.0","",""
"551b5452e4b0e07d77db21e3","bbdb720f-727d-498b-a4b6-d14b589c5395","PHYSICAL","shop","talon-studlette","Talon Studlette","<p class="""" style=""white-space:pre-wrap;"">Spike up your look with a pair of the Talon Studlettes. They carry just the right amount of edge to make a bold statement with a sophisticated, high-polish finish.</p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><strong>Material: bronze or sterling silver,&nbsp;sterling silver posts &amp; nuts</strong></p>","SQ4737319","Metal","Brass","","","","","50.00","0.00","No","Unlimited","Earrings, $50 and Under","studs, stud earrings, bronze, sterling silver, Talon","0.1","6.0","6.0","6.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/551b547ee4b0eeef9d4404cd/1577809554880/BD_TALONSTUD2.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5dd2b0b12ed49f029ebd2963/1577809559715/tln.br.stdltt.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5c5112eb575d1f69dc69341d/1577809565372/TNL.SS.STDLT.2.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5dd2b0912ed49f029ebd2726/1577809592847/tln.ss.stdltt.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5c5112eb758d4639fb86a5a6/1577809572114/TLN.SS.STDLTT2.jpg"
"","94e49253-8e6e-4c74-bb65-3a4b21acf82a","","","","","","SQ0503027","Metal","Sterling Silver","","","","","78.00","0.00","No","Unlimited","","","0.1","6.0","6.0","6.0","",""
"5531c9f9e4b062ec580ca1fd","476007d7-1119-4428-bf33-16cce9abaae6","PHYSICAL","shop","moon-sliver-stud","Moon Sliver Stud","<p class="""" style=""white-space:pre-wrap;"">Need a dash of chic to spruce up a bland wardrobe? Add the Moon Sliver Studs to your ready-to-wear favorites to reach instantaneous prim status on a daily basis. The two-tone fusion of metals make matching with your outfits a breeze.</p><p class="""" style=""white-space:pre-wrap;"">&nbsp;</p><p class="""" style=""white-space:pre-wrap;""><strong>Material:&nbsp;sterling silver and bronze,&nbsp;sterling silver earring posts and nuts</strong></p>","SQ3044605","","","","","","","52.00","0.00","No","7","Earrings, $100 and Under","Moon Phases, two-toned, mixed metals, studs, stud earrings, sterling silver, bronze","0.1","6.0","6.0","6.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/555103bce4b094a37c97264b/1577811131951/LA_SLIVERSTUD.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5f4e938b4106234f90521f59/1598985148709/IMG_3724.JPEG https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5c4a7fb7575d1f6e8aae405c/1577811140427/MP.MNSLV.STD.jpg"
"553244fbe4b0c242a8084873","b34617e0-0923-41e2-9c3b-0f81e8808ffc","PHYSICAL","shop","half-moon-pendant","Half Moon Pendant","<p class="""" style=""white-space:pre-wrap;"">The Half Moon Pendant wants to be shown off. Wear it best over an exposed sternum or breastbone for the optimal visual effect.</p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><strong>Material:&nbsp;sterling silver and bronze, 18""L sterling silver chain</strong></p>","SQ1524448","","","","","","","96.00","0.00","No","0","Necklaces, $100 and Under","two-toned, mixed metals, pendant necklace, Moon Phases, sterling silver, bronze","0.5","6.0","6.0","6.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/55324505e4b0dd67d8b0f1fb/1598061022673/LA_MOONPHASES_HALFPND+copy+copy.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5c587e09eb39310f54ce4931/1598061022686/MPHLFMN.PND.jpg"
"5536b544e4b011692d3b4b79","c2bc72a6-cf8d-4692-b843-ad7c1c65d634","PHYSICAL","shop","half-moon-stud","Half Moon Stud","<p class="""" style=""white-space:pre-wrap;"">Meet the casual version of the Half Moon Chandelier earrings. These Half Moon Studs come minus the frills yet with the same soft shape and high-shine finish. Wear for a modest look without losing style points.</p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><strong>Material:&nbsp;sterling silver and bronze,&nbsp;sterling silver posts and nuts</strong></p>","SQ7455524","","","","","","","68.00","0.00","No","2","Earrings, $100 and Under","two-toned, mixed metals, everyday jewelry, Moon Phases, sterling silver, bronze","0.1","6.0","6.0","6.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5536b54de4b011692d3b4bc5/1577811207263/LA_MOONPHASESTUD.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5c587ecdf9619ab5d95fc4f5/1577811214443/MP.HLFMN.STD.2.jpg"
"5536c6dce4b047f1053da62b","0d3fa52d-ef45-40a5-8c68-1bdf3d065d22","PHYSICAL","shop","half-moon-ring","Half Moon Ring","<p class="""" style=""white-space:pre-wrap;"">That Half Moon Ring is simplistic in shape, yet bold in its gravitational pull just like the moon itself. This golden half moon does not require a double band to span three knuckles. It rests comfortably and proudly upon its single-shaft band, leaving no need for other adornments. She stands alone.</p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><strong>Materials:&nbsp;bronze,&nbsp;sterling silver</strong></p>","SQ0279361","Size","6","","","","","125.00","0.00","No","1","Rings","statement ring, sterling silver, bronze, Moon Phases","0.4","6.0","6.0","6.0","Yes","https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5c5bd581eef1a1953a61e96b/1577810803145/MP.HLFMN.R.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5dd2a3a56df07f49aa454663/1577810808291/*hlfmn.r%3Amcr.bngl2.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5c5bd581b208fccb90759a2b/1577810813012/MP.HLFMN.R1.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5c5bd582e5e5f02e13363e53/1577810824185/MP.HLFMN.R2.jpg https://static1.squarespace.com/static/53a63965e4b0a2a8b882c109/53b83599e4b01c43f7d9d846/5c5bd5829b747a54aaa47866/1577810833077/MP.HLFMN.R3.jpg"
